"city","county","leads","eb","score","city_level"
"漳州市","南靖县",116,0.0716613099354257,80,"三线"
"漳州市","平和县",62,0.0709839484923999,70,"三线"
"漳州市","漳浦县",179,0.0829280227254623,90,"三线"
"漳州市","芗城区",178,0.0961693124214488,100,"三线"
"漳州市","诏安县",56,0.0840020700234189,90,"三线"
"漳州市","龙文区",121,0.0980855814938986,100,"三线"
"漳州市","龙海区",136,0.0963161544865072,100,"三线"
"漳州市","龙海市",145,0.10043150571778,110,"三线"
"潍坊市","临朐县",220,0.0618060399501879,60,"三线"
"潍坊市","坊子区",215,0.0540139921134153,60,"三线"
"潍坊市","奎文区",593,0.06449678703734,70,"三线"
"潍坊市","安丘市",284,0.0546729416038489,60,"三线"
"潍坊市","寒亭区",276,0.0754368658729447,80,"三线"
"潍坊市","寿光市",471,0.0858963816961434,90,"三线"
"潍坊市","昌乐县",280,0.0527689288463811,60,"三线"
"潍坊市","昌邑市",130,0.0831718235669759,90,"三线"
"潍坊市","潍城区",409,0.0623968613183034,70,"三线"
"潍坊市","诸城市",413,0.067458831683139,70,"三线"
"潍坊市","青州市",399,0.0900232294425682,90,"三线"
"潍坊市","高密市",331,0.0556057982444254,60,"三线"
"潍坊市","高新区",290,0.0800613267726529,80,"三线"
"潮州市","湘桥区",308,0.0585234178904435,60,"三线"
"潮州市","潮安区",222,0.0529409117620351,60,"三线"
"潮州市","饶平县",60,0.0769833107966,80,"三线"
"濮阳市","华龙区",273,0.089977242519992,90,"四线"
"濮阳市","南乐县",50,0.0626130961213796,70,"四线"
"濮阳市","台前县",35,0.0743410513275569,80,"四线"
"濮阳市","清丰县",50,0.079247583045929,80,"四线"
"濮阳市","濮阳县",67,0.0774882110934178,80,"四线"
"濮阳市","范县",38,0.0730162784102047,80,"四线"
"烟台市","开发区",315,0.101133439420737,110,"二线"
"烟台市","招远市",252,0.112566490573327,120,"二线"
"烟台市","栖霞市",109,0.0837256993849884,90,"二线"
"烟台市","海阳市",158,0.0937741081979384,100,"二线"
"烟台市","牟平区",156,0.0944290737522094,100,"二线"
"烟台市","福山区",365,0.0808312122275401,80,"二线"
"烟台市","芝罘区",632,0.123355174059502,130,"二线"
"烟台市","莱山区",381,0.125236766022586,130,"二线"
"烟台市","莱州市",373,0.0835199081755424,90,"二线"
"烟台市","莱阳市",242,0.0941043767661798,100,"二线"
"烟台市","蓬莱区",112,0.0991944451499471,100,"二线"
"烟台市","蓬莱市",107,0.134989836651014,140,"二线"
"烟台市","龙口市",338,0.0833559207584121,90,"二线"
"焦作市","孟州市",46,0.0923863060625687,100,"四线"
"焦作市","山阳区",73,0.075201841036527,80,"四线"
"焦作市","武陟县",70,0.0713365983013573,70,"四线"
"焦作市","沁阳市",50,0.079247583045929,80,"四线"
"焦作市","温县",35,0.0864367368942712,90,"四线"
"焦作市","解放区",59,0.0754808284825862,80,"四线"
"牡丹江市","东宁市",32,0.0807072940300529,80,"五线"
"牡丹江市","东安区",64,0.0931456208199129,100,"五线"
"牡丹江市","宁安市",52,0.0883073362377247,90,"五线"
"牡丹江市","海林市",39,0.0773712620377443,80,"五线"
"牡丹江市","爱民区",50,0.10037629234075,110,"五线"
"牡丹江市","绥芬河市",42,0.081826696753972,90,"五线"
"牡丹江市","西安区",56,0.0864118023968557,90,"五线"
"牡丹江市","阳明区",36,0.0727551246140546,80,"五线"
"玉林市","北流市",65,0.0782815453112142,80,"四线"
"玉林市","博白县",53,0.0724968068848811,80,"四线"
"玉林市","玉州区",145,0.0918551811341952,100,"四线"
"玉林市","陆川县",32,0.0941935836326624,100,"四线"
"玉溪市","红塔区",38,0.0897109906178868,90,"五线"
"珠海市","斗门区",326,0.0965043694015064,100,"二线"
"珠海市","金湾区",251,0.139084423872909,150,"二线"
"珠海市","香洲区",910,0.117306489295457,120,"二线"
"甘南藏族自治州","临潭县",59,0.0691988836887588,70,"五线"
"白城市","洮北区",62,0.0733185130544257,80,"五线"
"白城市","通榆县",37,0.078295935930593,80,"五线"
"白山市","浑江区",55,0.0922732659720701,100,"五线"
"白银市","景泰县",59,0.0797614338317288,80,"五线"
"白银市","白银区",55,0.0976685162466738,100,"五线"
"百色市","右江区",48,0.0734668699245998,80,"五线"
"百色市","平果县",250,0.0817742371285134,90,"五线"
"百色市","田东县",89,0.0779704777595933,80,"五线"
"益阳市","南县",43,0.0824476914865787,90,"四线"
"益阳市","安化县",65,0.0936387371976037,100,"四线"
"益阳市","桃江县",101,0.0790676519597736,80,"四线"
"益阳市","沅江市",48,0.0689222492657101,70,"四线"
"益阳市","资阳区",33,0.105860723266843,110,"四线"
"益阳市","赫山区",327,0.0749804175778149,80,"四线"
"盐城市","东台市",388,0.118942506353911,120,"三线"
"盐城市","亭湖区",547,0.101356487416894,110,"三线"
"盐城市","响水县",102,0.0802831035295026,80,"三线"
"盐城市","大丰区",159,0.105940297012701,110,"三线"
"盐城市","射阳县",159,0.0817479928185442,90,"三线"
"盐城市","建湖县",409,0.0920622974842618,100,"三线"
"盐城市","滨海县",173,0.0878648183600092,90,"三线"
"盐城市","盐都区",455,0.113870059121596,120,"三线"
"盐城市","阜宁县",415,0.0873820331659163,90,"三线"
"盘锦市","兴隆台区",61,0.0694658172333511,70,"四线"
"盘锦市","大洼区",69,0.0817271433758123,90,"四线"
"眉山市","东坡区",151,0.107667859868548,110,"四线"
"眉山市","仁寿县",168,0.091477537960973,100,"四线"
"眉山市","洪雅县",31,0.082381823374823,90,"四线"
"石嘴山市","大武口区",143,0.0881757546291708,90,"五线"
"石家庄市","井陉县",63,0.103645108523511,110,"二线"
"石家庄市","元氏县",164,0.0714785944244474,70,"二线"
"石家庄市","平山县",114,0.0942900144076989,100,"二线"
"石家庄市","新乐市",117,0.0931464037902034,100,"二线"
"石家庄市","新华区",553,0.0907876765401849,100,"二线"
"石家庄市","无极县",102,0.0948558899566824,100,"二线"
"石家庄市","晋州市",146,0.076134367961601,80,"二线"
"石家庄市","栾城区",165,0.091551583302604,100,"二线"
"石家庄市","桥西区",776,0.0960332853034751,100,"二线"
"石家庄市","正定县",271,0.112220747609457,120,"二线"
"石家庄市","深泽县",59,0.0847095215492777,90,"二线"
"石家庄市","灵寿县",60,0.0895180272947624,90,"二线"
"石家庄市","藁城区",319,0.0935568347851904,100,"二线"
"石家庄市","行唐县",73,0.0887128352943932,90,"二线"
"石家庄市","裕华区",830,0.108335284127486,110,"二线"
"石家庄市","赞皇县",50,0.0833919908602168,90,"二线"
"石家庄市","赵县",109,0.0795476861664685,80,"二线"
"石家庄市","辛集市",246,0.0824757377834218,90,"二线"
"石家庄市","长安区",873,0.077779175287358,80,"二线"
"石家庄市","高邑县",47,0.0904412638561209,90,"二线"
"石家庄市","鹿泉区",337,0.102791869495547,110,"二线"
"福州市","仓山区",815,0.129094861371959,140,"二线"
"福州市","台江区",269,0.107774606511088,110,"二线"
"福州市","平潭县",184,0.0955615310705731,100,"二线"
"福州市","晋安区",557,0.112082340591834,120,"二线"
"福州市","永泰县",139,0.100388995418993,110,"二线"
"福州市","福清市",461,0.0981479190200606,100,"二线"
"福州市","罗源县",101,0.121200834647159,130,"二线"
"福州市","连江县",217,0.106635344968931,110,"二线"
"福州市","长乐区",248,0.145473388284821,150,"二线"
"福州市","闽侯县",491,0.0934091308390732,100,"二线"
"福州市","闽清县",70,0.119989073775184,130,"二线"
"福州市","马尾区",135,0.116976843978257,120,"二线"
"福州市","鼓楼区",548,0.119466072081575,130,"二线"
"秦皇岛市","北戴河区",39,0.0924346076956233,100,"三线"
"秦皇岛市","山海关区",47,0.0713491014651494,70,"三线"
"秦皇岛市","抚宁区",41,0.0680114221313932,70,"三线"
"秦皇岛市","昌黎县",73,0.0720617871552918,80,"三线"
"秦皇岛市","海港区",490,0.0913255401498335,100,"三线"
"秦皇岛市","经济技术开发区",43,0.113376626624339,120,"三线"
"秦皇岛市","青龙满族自治县",45,0.0835687765885532,90,"三线"
"红河哈尼族彝族自治州","开远市",147,0.0587426175267221,60,"四线"
"红河哈尼族彝族自治州","弥勒市",296,0.066359278944285,70,"四线"
"红河哈尼族彝族自治州","河口瑶族自治县",61,0.0746918916319501,80,"四线"
"红河哈尼族彝族自治州","蒙自市",67,0.0724210256243363,80,"四线"
"红河哈尼族彝族自治州","金平苗族瑶族傣族自治县",70,0.0813192178848299,90,"四线"
"绍兴市","上虞区",203,0.114113695619412,120,"二线"
"绍兴市","嵊州市",212,0.137402780896001,140,"二线"
"绍兴市","新昌县",215,0.142000435075345,150,"二线"
"绍兴市","柯桥区",480,0.173736228308331,180,"二线"
"绍兴市","诸暨市",360,0.120403409138476,130,"二线"
"绍兴市","越城区",430,0.142839032303722,150,"二线"
"绥化市","兰西县",45,0.0747238009495817,80,"五线"
"绥化市","北林区",42,0.0702222828820888,70,"五线"
"绥化市","肇东市",40,0.100398381937871,110,"五线"
"绵阳市","三台县",89,0.0941591242034797,100,"三线"
"绵阳市","安州区",67,0.104655802614276,110,"三线"
"绵阳市","江油市",100,0.0940039227990978,100,"三线"
"绵阳市","涪城区",543,0.116809748805917,120,"三线"
"绵阳市","游仙区",160,0.0711340201846398,70,"三线"
"绵阳市","盐亭县",83,0.0780584726077627,80,"三线"
"绵阳市","高新区",58,0.0884193981430491,90,"三线"
"聊城市","东昌府区",509,0.102123003782518,110,"四线"
"聊城市","东阿县",72,0.0903994145027529,90,"四线"
"聊城市","临清市",255,0.0786098364163087,80,"四线"
"聊城市","冠县",134,0.103243217210401,110,"四线"
"聊城市","茌平区",73,0.075201841036527,80,"四线"
"聊城市","茌平县",106,0.0858570484868953,90,"四线"
"聊城市","莘县",159,0.0839547607102714,90,"四线"
"聊城市","阳谷县",147,0.102009526827587,110,"四线"
"聊城市","高唐县",117,0.0901246049472239,90,"四线"
"肇庆市","四会市",205,0.07948047613305,80,"三线"
"肇庆市","广宁县",48,0.0821630639952551,90,"三线"
"肇庆市","怀集县",80,0.0601556603195219,60,"三线"
"肇庆市","端州区",252,0.0932491232335637,100,"三线"
"肇庆市","高要区",92,0.0659039955807573,70,"三线"
"肇庆市","鼎湖区",48,0.0653420376420864,70,"三线"
"自贡市","富顺县",32,0.0745476943757427,80,"五线"
"自贡市","沿滩区",34,0.0918944275700859,100,"五线"
"自贡市","自流井区",80,0.0955686034462142,100,"五线"
"舟山市","定海区",266,0.142939046391836,150,"三线"
"舟山市","岱山县",42,0.0792212196580624,80,"三线"
"舟山市","普陀区",69,0.0835404310216433,90,"三线"
"芜湖市","三山区",36,0.0820786432987049,90,"三线"
"芜湖市","南陵县",90,0.111884890221928,120,"三线"
"芜湖市","弋江区",181,0.092030833762415,100,"三线"
"芜湖市","无为县",48,0.070949046426476,70,"三线"
"芜湖市","无为市",64,0.106271291648745,110,"三线"
"芜湖市","湾沚区",33,0.0958298553947186,100,"三线"
"芜湖市","芜湖县",31,0.078424392838971,80,"三线"
"芜湖市","镜湖区",201,0.143817391297818,150,"三线"
"芜湖市","鸠江区",263,0.136402388102013,140,"三线"
"苏州市","吴中区",1033,0.120764259706704,130,"新一线"
"苏州市","吴江区",869,0.136579906723182,140,"新一线"
"苏州市","太仓市",362,0.114737667845089,120,"新一线"
"苏州市","姑苏区",479,0.130452316135419,140,"新一线"
"苏州市","工业园区",762,0.139509312508632,150,"新一线"
"苏州市","常熟市",587,0.119176271963362,120,"新一线"
"苏州市","张家港市",604,0.13956714798175,150,"新一线"
"苏州市","昆山市",1652,0.141100871243209,150,"新一线"
"苏州市","相城区",547,0.130643122725305,140,"新一线"
"苏州市","虎丘区",533,0.148475391625262,160,"新一线"
"苏州市","高新区",44,0.123264158277959,130,"新一线"
"茂名市","信宜市",176,0.0923529460242782,100,"四线"
"茂名市","化州市",162,0.0762520822678006,80,"四线"
"茂名市","电白区",225,0.0796181293493721,80,"四线"
"茂名市","茂南区",260,0.0827265475018919,90,"四线"
"茂名市","高州市",175,0.0762806494253336,80,"四线"
"荆州市","公安县",89,0.0850412017562398,90,"三线"
"荆州市","松滋市",77,0.0899628473477371,90,"三线"
"荆州市","江陵县",46,0.0830948915691878,90,"三线"
"荆州市","沙市区",213,0.0834535743963848,90,"三线"
"荆州市","洪湖市",79,0.0747731992446015,80,"三线"
"荆州市","监利县",49,0.0649777070677679,70,"三线"
"荆州市","监利市",34,0.107416048536634,110,"三线"
"荆州市","石首市",58,0.0778007680939072,80,"三线"
"荆州市","荆州区",93,0.0879954908571747,90,"三线"
"荆门市","东宝区",90,0.0739382442360466,80,"四线"
"荆门市","京山县",48,0.0801362668344893,80,"四线"
"荆门市","掇刀区",96,0.0896501885848026,90,"四线"
"荆门市","钟祥市",49,0.0629622108122119,70,"四线"
"莆田市","仙游县",188,0.0774423559924567,80,"三线"
"莆田市","城厢区",224,0.0836850153307708,90,"三线"
"莆田市","涵江区",117,0.0915860088832267,100,"三线"
"莆田市","秀屿区",120,0.106466250769804,110,"三线"
"莆田市","荔城区",272,0.0861284691129381,90,"三线"
"菏泽市","东明县",128,0.0683327182357144,70,"三线"
"菏泽市","单县",231,0.062691981954471,70,"三线"
"菏泽市","定陶区",137,0.0473301673311524,50,"三线"
"菏泽市","巨野县",222,0.0699695208749225,70,"三线"
"菏泽市","成武县",131,0.063722018440279,70,"三线"
"菏泽市","曹县",208,0.0846868242120584,90,"三线"
"菏泽市","牡丹区",599,0.0653372899225125,70,"三线"
"菏泽市","郓城县",373,0.0787797286567222,80,"三线"
"菏泽市","鄄城县",93,0.0835181772303966,90,"三线"
"萍乡市","上栗县",88,0.0874872511925812,90,"五线"
"萍乡市","安源区",242,0.088902494497584,90,"五线"
"萍乡市","湘东区",31,0.0812074997172386,90,"五线"
"萍乡市","芦溪县",59,0.0744801587602439,80,"五线"
"萍乡市","莲花县",45,0.0804267390052969,80,"五线"
"营口市","大石桥市",63,0.0946073392393096,100,"四线"
"营口市","盖州市",35,0.0864367368942712,90,"四线"
"营口市","站前区",69,0.0817271433758123,90,"四线"
"营口市","西市区",40,0.124991977240125,130,"四线"
"营口市","鲅鱼圈区",123,0.0879902001999902,90,"四线"
"葫芦岛市","兴城市",46,0.0980569050435565,100,"四线"
"葫芦岛市","绥中县",169,0.0811501753841258,80,"四线"
"葫芦岛市","连山区",42,0.106134897797741,110,"四线"
"葫芦岛市","龙港区",54,0.10465064813609,110,"四线"
"蚌埠市","固镇县",35,0.0765271992458896,80,"三线"
"蚌埠市","怀远县",55,0.0736647816655725,80,"三线"
"蚌埠市","淮上区",33,0.0897079641396674,90,"三线"
"蚌埠市","禹会区",62,0.065785043955701,70,"三线"
"蚌埠市","蚌山区",96,0.0868292060942306,90,"三线"
"蚌埠市","龙子湖区",55,0.062874281116365,70,"三线"
"衡水市","冀州区",52,0.0674103671819184,70,"四线"
"衡水市","安平县",57,0.0922995725603847,100,"四线"
"衡水市","故城县",62,0.105497002837884,110,"四线"
"衡水市","景县",67,0.0876225820315806,90,"四线"
"衡水市","枣强县",59,0.0860433786255559,90,"四线"
"衡水市","桃城区",391,0.0753664422534405,80,"四线"
"衡水市","武邑县",40,0.0838996766252511,90,"四线"
"衡水市","深州市",64,0.0735389318449052,80,"四线"
"衡水市","饶阳县",33,0.0813731582466359,90,"四线"
"衡阳市","常宁市",66,0.0644448729855743,70,"三线"
"衡阳市","珠晖区",60,0.0717297810607462,80,"三线"
"衡阳市","石鼓区",77,0.0754944323622441,80,"三线"
"衡阳市","祁东县",85,0.0726898794524738,80,"三线"
"衡阳市","耒阳市",367,0.0757087984985781,80,"三线"
"衡阳市","蒸湘区",203,0.0829572037865684,90,"三线"
"衡阳市","衡东县",74,0.0766027527784742,80,"三线"
"衡阳市","衡南县",129,0.060357599803232,60,"三线"
"衡阳市","衡山县",46,0.0717536936072121,80,"三线"
"衡阳市","衡阳县",53,0.0744683322455669,80,"三线"
"衡阳市","雁峰区",180,0.108438309660784,110,"三线"
"衢州市","常山县",45,0.0986161174989551,100,"四线"
"衢州市","开化县",37,0.0973548488212487,100,"四线"
"衢州市","柯城区",160,0.138771854451704,150,"四线"
"衢州市","江山市",121,0.0926688903081734,100,"四线"
"衢州市","衢江区",58,0.0971188400775993,100,"四线"
"衢州市","龙游县",90,0.0966296013370115,100,"四线"
"襄阳市","南漳县",250,0.0911102890690464,100,"三线"
"襄阳市","宜城市",129,0.079636699249295,80,"三线"
"襄阳市","枣阳市",187,0.099744174795972,100,"三线"
"襄阳市","樊城区",592,0.110270412786326,120,"三线"
"襄阳市","老河口市",174,0.0678618594218054,70,"三线"
"襄阳市","襄城区",178,0.0896831389585389,90,"三线"
"襄阳市","襄州区",390,0.0800495410547323,80,"三线"
"襄阳市","谷城县",167,0.0627333033565399,70,"三线"
"西双版纳傣族自治州","景洪市",68,0.101350471711553,110,"五线"
"西宁市","城东区",66,0.0982548284085222,100,"四线"
"西宁市","城中区",52,0.0893464197614437,90,"四线"
"西宁市","城北区",63,0.0842633077979002,90,"四线"
"西宁市","城西区",104,0.124994168238828,130,"四线"
"西安市","临潼区",188,0.0926371957968413,100,"新一线"
"西安市","周至县",121,0.073566808090086,80,"新一线"
"西安市","新城区",353,0.106529587462758,110,"新一线"
"西安市","未央区",1634,0.0966310870387682,100,"新一线"
"西安市","灞桥区",695,0.106004816335665,110,"新一线"
"西安市","碑林区",366,0.107768869374537,110,"新一线"
"西安市","莲湖区",697,0.0839923077756444,90,"新一线"
"西安市","蓝田县",73,0.100767473844797,110,"新一线"
"西安市","鄠邑区",196,0.0934305276518459,100,"新一线"
"西安市","长安区",929,0.105244795209227,110,"新一线"
"西安市","阎良区",126,0.122844178839422,130,"新一线"
"西安市","雁塔区",1636,0.131622340378361,140,"新一线"
"西安市","高陵区",291,0.0771117207696385,80,"新一线"
"许昌市","建安区",60,0.0855913471773732,90,"四线"
"许昌市","禹州市",111,0.0675047881678149,70,"四线"
"许昌市","襄城县",42,0.0713216561820914,70,"四线"
"许昌市","鄢陵县",45,0.0701014272203788,70,"四线"
"许昌市","长葛市",62,0.0639057665442922,70,"四线"
"许昌市","魏都区",203,0.105871753908339,110,"四线"
"贵港市","平南县",53,0.0660092878559132,70,"五线"
"贵港市","桂平市",91,0.0637126669327342,70,"五线"
"贵港市","港北区",492,0.0869331410106926,90,"五线"
"贵港市","港南区",33,0.0863351040075633,90,"五线"
"贵港市","覃塘区",47,0.090796995830989,100,"五线"
"贵阳市","乌当区",101,0.103910880517882,110,"二线"
"贵阳市","云岩区",561,0.1374699387571,140,"二线"
"贵阳市","修文县",41,0.0877721235866425,90,"二线"
"贵阳市","南明区",474,0.0943820057662945,100,"二线"
"贵阳市","开阳县",61,0.104728422619901,110,"二线"
"贵阳市","清镇市",120,0.108007946982451,110,"二线"
"贵阳市","白云区",160,0.106904727247111,110,"二线"
"贵阳市","花溪区",465,0.134441650709341,140,"二线"
"贵阳市","观山湖区",382,0.164028280677528,170,"二线"
"贺州市","八步区",96,0.0976490366755977,100,"五线"
"贺州市","平桂区",44,0.0751523903766385,80,"五线"
"资阳市","安岳县",110,0.096121725496324,100,"五线"
"资阳市","雁江区",141,0.0593432504874657,60,"五线"
"赣州市","上犹县",36,0.070055670779575,70,"三线"
"赣州市","于都县",115,0.0556500309724299,60,"三线"
"赣州市","会昌县",43,0.0787642133928107,80,"三线"
"赣州市","信丰县",151,0.0734095142196155,80,"三线"
"赣州市","全南县",79,0.09388012130693,100,"三线"
"赣州市","兴国县",107,0.0701654140730326,70,"三线"
"赣州市","南康区",178,0.0669815318383545,70,"三线"
"赣州市","大余县",42,0.0908256335299456,100,"三线"
"赣州市","宁都县",72,0.0674759388465276,70,"三线"
"赣州市","安远县",44,0.0668411533786987,70,"三线"
"赣州市","寻乌县",38,0.0811035376938081,80,"三线"
"赣州市","瑞金市",110,0.0776108771843351,80,"三线"
"赣州市","石城县",38,0.0811035376938081,80,"三线"
"赣州市","章贡区",517,0.11223269665829,120,"三线"
"赣州市","赣县区",78,0.0751320849675654,80,"三线"
"赣州市","龙南市",37,0.0636614843813878,70,"三线"
"赤峰市","元宝山区",43,0.0755859246418129,80,"五线"
"赤峰市","克什克腾旗",38,0.0659507147237495,70,"五线"
"赤峰市","宁城县",59,0.0639176086172737,70,"五线"
"赤峰市","巴林左旗",67,0.0866624769418498,90,"五线"
"赤峰市","松山区",131,0.103703349023559,110,"五线"
"赤峰市","林西县",61,0.0893799042542396,90,"五线"
"赤峰市","红山区",133,0.0877267580245659,90,"五线"
"辽源市","龙山区",39,0.0714662691293738,70,"五线"
"辽阳市","白塔区",47,0.0738811220247934,80,"五线"
"达州市","大竹县",129,0.0743870943484309,80,"四线"
"达州市","宣汉县",41,0.0775739633059753,80,"四线"
"达州市","渠县",41,0.0834100323220406,90,"四线"
"达州市","达川区",47,0.0693108759560495,70,"四线"
"达州市","通川区",66,0.0982548284085222,100,"四线"
"运城市","万荣县",36,0.0738941511189797,80,"四线"
"运城市","临猗县",49,0.0852651929331003,90,"四线"
"运城市","垣曲县",41,0.0775739633059753,80,"四线"
"运城市","夏县",40,0.0956403339437865,100,"四线"
"运城市","平陆县",39,0.0784901107123673,80,"四线"
"运城市","新绛县",36,0.0799056373785447,80,"四线"
"运城市","永济市",84,0.0760079114289253,80,"四线"
"运城市","河津市",72,0.0903994145027529,90,"四线"
"运城市","盐湖区",648,0.110865752022768,120,"四线"
"运城市","稷山县",45,0.075804365276094,80,"四线"
"运城市","绛县",45,0.0815073033318094,90,"四线"
"运城市","芮城县",50,0.0847924120207787,90,"四线"
"运城市","闻喜县",57,0.0816242639347648,90,"四线"
"连云港市","东海县",200,0.0927918917860678,100,"三线"
"连云港市","海州区",423,0.104190515613465,110,"三线"
"连云港市","灌云县",88,0.071691155282389,80,"三线"
"连云港市","灌南县",101,0.0892751033884864,90,"三线"
"连云港市","赣榆区",245,0.0710104237106968,70,"三线"
"连云港市","连云区",85,0.100551731201155,110,"三线"
"通化市","东昌区",73,0.108693775178279,110,"五线"
"通化市","柳河县",46,0.0856412702020372,90,"五线"
"通化市","梅河口市",110,0.0753185752404806,80,"五线"
"通化市","集安市",102,0.0736079901147318,80,"五线"
"通辽市","奈曼旗",31,0.0812074997172386,90,"五线"
"通辽市","科尔沁区",135,0.0946028038799663,100,"五线"
"遂宁市","射洪县",33,0.0802132127525114,80,"五线"
"遂宁市","船山区",86,0.0836738363087019,90,"五线"
"遵义市","习水县",63,0.096476896998403,100,"三线"
"遵义市","仁怀市",92,0.124370847160163,130,"三线"
"遵义市","播州区",117,0.05924294124793,60,"三线"
"遵义市","桐梓县",81,0.0835286723593954,90,"三线"
"遵义市","汇川区",146,0.11454257393974,120,"三线"
"遵义市","湄潭县",50,0.0757070747445987,80,"三线"
"遵义市","红花岗区",273,0.113186656466977,120,"三线"
"遵义市","绥阳县",35,0.094670727595961,100,"三线"
"邢台市","临城县",33,0.0652203991194598,70,"三线"
"邢台市","临西县",135,0.0439182745082878,50,"三线"
"邢台市","任泽区",39,0.0865296147872529,90,"三线"
"邢台市","信都区",188,0.0648774982993097,70,"三线"
"邢台市","内丘县",57,0.0728783873864537,80,"三线"
"邢台市","南和区",44,0.0725768014802465,80,"三线"
"邢台市","南宫市",82,0.0831353152834547,90,"三线"
"邢台市","威县",117,0.05924294124793,60,"三线"
"邢台市","宁晋县",138,0.0695127999417379,70,"三线"
"邢台市","巨鹿县",60,0.0664762513248924,70,"三线"
"邢台市","平乡县",41,0.085519629179589,90,"三线"
"邢台市","广宗县",54,0.0740643775187187,80,"三线"
"邢台市","新河县",63,0.0809608498362889,80,"三线"
"邢台市","柏乡县",36,0.0820786432987049,90,"三线"
"邢台市","桥东区",92,0.0524116452162791,50,"三线"
"邢台市","桥西区",121,0.0821714043304294,90,"三线"
"邢台市","沙河市",110,0.0734502471331664,80,"三线"
"邢台市","清河县",158,0.075095439006505,80,"三线"
"邢台市","襄都区",144,0.0716375566253246,80,"三线"
"邢台市","隆尧县",89,0.0576874344145204,60,"三线"
"邯郸市","丛台区",428,0.0799745295134322,80,"三线"
"邯郸市","临漳县",121,0.0583001385852255,60,"三线"
"邯郸市","复兴区",143,0.0865329806849618,90,"三线"
"邯郸市","大名县",65,0.0750128983366784,80,"三线"
"邯郸市","峰峰矿区",109,0.0737571232365923,80,"三线"
"邯郸市","广平县",67,0.0742526897997878,80,"三线"
"邯郸市","成安县",73,0.0769794600602588,80,"三线"
"邯郸市","曲周县",69,0.0634750392683649,70,"三线"
"邯郸市","武安市",235,0.0592684865562095,60,"三线"
"邯郸市","永年区",112,0.0480863279836361,50,"三线"
"邯郸市","涉县",113,0.0766540892623454,80,"三线"
"邯郸市","磁县",97,0.0644545890832414,70,"三线"
"邯郸市","肥乡区",48,0.0765560552108655,80,"三线"
"邯郸市","邯山区",314,0.0824885406661522,90,"三线"
"邯郸市","邱县",32,0.0779413299759505,80,"三线"
"邯郸市","馆陶县",37,0.0636614843813878,70,"三线"
"邯郸市","魏县",97,0.0644545890832414,70,"三线"
"邯郸市","鸡泽县",46,0.0660830946262242,70,"三线"
"邵阳市","北塔区",56,0.0766959862839185,80,"四线"
"邵阳市","双清区",79,0.111260371587741,120,"四线"
"邵阳市","大祥区",100,0.122823440194708,130,"四线"
"邵阳市","新宁县",47,0.0749495005581147,80,"四线"
"邵阳市","新邵县",76,0.0983394025156364,100,"四线"
"邵阳市","武冈市",90,0.0739382442360466,80,"四线"
"邵阳市","洞口县",87,0.0795597062798661,80,"四线"
"邵阳市","绥宁县",31,0.0761840479048706,80,"四线"
"邵阳市","邵东县",151,0.0650160873585858,70,"四线"
"邵阳市","邵东市",66,0.0931618358013074,100,"四线"
"邵阳市","邵阳县",79,0.0825999884942484,90,"四线"
"邵阳市","隆回县",129,0.0589638147915804,60,"四线"
"郑州市","上街区",158,0.0953391923320016,100,"新一线"
"郑州市","中原区",1028,0.0910700984006284,100,"新一线"
"郑州市","中牟县",484,0.096835775669437,100,"新一线"
"郑州市","二七区",802,0.0895490381992331,90,"新一线"
"郑州市","巩义市",268,0.0941158627425719,100,"新一线"
"郑州市","惠济区",492,0.0827364563262653,90,"新一线"
"郑州市","新密市",353,0.0775649619447281,80,"新一线"
"郑州市","新郑市",894,0.113721959241477,120,"新一线"
"郑州市","登封市",204,0.0702587447397065,70,"新一线"
"郑州市","管城回族区",830,0.0952684500260888,100,"新一线"
"郑州市","经济技术开发区",235,0.119039546869204,120,"新一线"
"郑州市","荥阳市",343,0.0623027296727996,70,"新一线"
"郑州市","金水区",1750,0.111410686744495,120,"新一线"
"郑州市","高新技术开发区",511,0.0911998888504457,100,"新一线"
"郴州市","北湖区",167,0.0917851824457737,100,"四线"
"郴州市","嘉禾县",63,0.0739192763564908,80,"四线"
"郴州市","宜章县",34,0.0687087482514661,70,"四线"
"郴州市","桂阳县",72,0.0953413904288286,100,"四线"
"郴州市","永兴县",41,0.0834100323220406,90,"四线"
"郴州市","汝城县",73,0.0948725326563948,100,"四线"
"郴州市","苏仙区",147,0.0695593448519382,70,"四线"
"郴州市","资兴市",39,0.102110082345849,110,"四线"
"鄂尔多斯市","东胜区",251,0.110901686511386,120,"四线"
"鄂尔多斯市","乌审旗",35,0.0743410513275569,80,"四线"
"鄂尔多斯市","伊金霍洛旗",94,0.112736177527799,120,"四线"
"鄂尔多斯市","准格尔旗",108,0.122896494983681,130,"四线"
"鄂尔多斯市","康巴什区",82,0.147362483102732,150,"四线"
"鄂尔多斯市","杭锦旗",62,0.0899002892277869,90,"四线"
"鄂尔多斯市","达拉特旗",143,0.0815522433492457,90,"四线"
"鄂尔多斯市","鄂托克旗",46,0.103727504024544,110,"四线"
"鄂州市","华容区",81,0.110207508450418,120,"四线"
"鄂州市","鄂城区",103,0.0783899724458813,80,"四线"
"酒泉市","肃州区",79,0.081694917363881,90,"五线"
"重庆市","万州区",158,0.102275250563281,110,"新一线"
