,city,county,lng,lat,leads,renews,rate,level,eb_estimate,new_eb,score
146,珠海市,香洲区,113.538,22.2694,1258,168,0.1349427662957074,3,0.1322760245611753,0.1316166172605954,150
147,广州市,花都区,113.214,23.4612,1219,161,0.1334856439704676,1,0.13080573864842,0.1341314196988969,150
148,宁波市,慈溪市,121.262,30.173,952,128,0.135453781512605,3,0.1327595979230186,0.1318795554250299,150
149,成都市,成华区,104.136,30.6782,858,115,0.135032634032634,2,0.1321755079568548,0.1328271877772246,150
150,贵阳市,南明区,106.705,26.5723,799,109,0.138046307884856,3,0.1343362202688202,0.1332001848101671,150
151,泉州市,石狮市,118.644,24.7338,737,102,0.1393989145183175,3,0.1360613278340127,0.1347169374167884,150
152,杭州市,上城区,120.193,30.2294,716,100,0.1406648044692737,2,0.1372054503512561,0.137602235212848,150
153,成都市,郫都区,103.899,30.798,706,93,0.132728045325779,2,0.1295928894961245,0.1305605989302011,150
154,长沙市,雨花区,113.033,28.0254,701,98,0.1415135520684736,2,0.1372845487726188,0.1376829150151075,150
155,郑州市,二七区,113.61,34.6852,644,89,0.1399751552795031,2,0.1355500360804735,0.1361190311953674,150
156,绍兴市,越城区,120.613,29.9833,625,87,0.1402,3,0.1364241862666027,0.1348399694463624,150
157,昆明市,呈贡区,102.821,24.8886,611,84,0.1384795417348608,3,0.134732325328416,0.1332593524010008,150
158,海口市,美兰区,110.362,20.0308,567,83,0.1482663139329806,4,0.1429419616521737,0.1364514216478788,150
159,济南市,市中区,116.992,36.6511,564,77,0.1375248226950354,3,0.1336146562255584,0.1321373199953438,150
160,苏州市,常熟市,120.748,31.6573,557,76,0.1374452423698384,2,0.1335050548278327,0.134337148573693,150
161,宁波市,北仑区,121.841,29.9024,549,75,0.1376120218579235,3,0.1336219031139847,0.1321093615975961,150
162,柳州市,鱼峰区,109.426,24.3042,544,78,0.1453014705882352,4,0.1399758383809378,0.1335274528967728,150
163,武汉市,东西湖区,114.131,30.6208,523,71,0.136755258126195,2,0.1326766701556313,0.1336346073478307,150
164,成都市,金牛区,104.042,30.7103,510,70,0.1382549019607843,2,0.1340107403696455,0.1348579036613609,150
165,哈尔滨市,南岗区,126.592,45.6992,454,64,0.1419691629955947,3,0.1370983863255776,0.1349453973394374,150
166,天津市,津南区,117.38,38.9893,452,63,0.1403805309734513,2,0.1356028015270698,0.1363666174294714,150
167,济南市,槐荫区,116.896,36.6523,443,63,0.1432121896162528,3,0.1381651198052283,0.1358496761020129,150
168,重庆市,北碚区,106.392,29.8074,436,61,0.1409082568807339,2,0.1359642884426044,0.1367106207169197,150
171,北京市,门头沟区,116.095,39.939,408,54,0.1333529411764706,1,0.1287288031948977,0.1376877825830031,150
172,长沙市,开福区,112.988,28.2155,360,48,0.1357222222222222,2,0.1291838853037788,0.1309449084147027,150
173,南京市,栖霞区,118.904,32.0985,358,50,0.1420614525139664,2,0.1349553739250976,0.1359638038035614,150
174,宁波市,海曙区,121.547,29.8776,351,50,0.1448746438746438,3,0.1374135948877853,0.1347186004430264,150
175,绍兴市,柯桥区,120.491,30.0848,345,50,0.145927536231884,3,0.1395930490463665,0.1365654318134578,150
176,嘉兴市,海宁市,120.676,30.5142,342,50,0.1471988304093567,3,0.1407089088592664,0.1375079669429773,150
177,绍兴市,诸暨市,120.242,29.7112,327,47,0.1462599388379205,3,0.1382404850641007,0.1352743793341886,150
178,沈阳市,皇姑区,123.42,41.8183,323,43,0.1356749226006192,2,0.1285658725959403,0.1305719284357381,150
179,大连市,沙河口区,121.592,38.9039,320,47,0.147875,3,0.1409794911752083,0.1375689720516702,150
180,上海市,金山区,121.337,30.7448,310,39,0.1268064516129032,1,0.1217827029486074,0.1339463088141493,150
181,石家庄市,鹿泉区,114.304,38.0856,297,42,0.144097643097643,3,0.1356586125739276,0.1328575729305823,150
182,哈尔滨市,香坊区,126.758,45.6886,290,43,0.151,3,0.1416890076263076,0.1379010272384916,150
183,福州市,平潭县,119.793,25.5167,289,42,0.1480588235294117,3,0.1390259041539223,0.1356423009374635,150
184,天津市,北辰区,117.132,39.2243,286,40,0.1426083916083916,2,0.1340683852173715,0.1354076376406882,150
185,嘉兴市,桐乡市,120.561,30.6317,278,39,0.1430863309352518,3,0.134301432813831,0.1315742213830676,150
186,镇江市,京口区,119.481,32.2016,277,41,0.149014440433213,4,0.1411796802375208,0.1298805449281054,150
187,芜湖市,鸠江区,118.386,31.3718,257,39,0.1546964980544747,4,0.1440167499432482,0.1315895924501702,150
188,东莞市,石排镇,113.956,23.0833,254,35,0.140763779527559,2,0.1315977329187156,0.1334837725620633,150
189,宁波市,江北区,121.552,29.8903,253,35,0.1413162055335968,3,0.1320573870767494,0.1295184035809849,150
190,天津市,河北区,117.19,39.1469,233,31,0.1340472103004291,2,0.1269546226638636,0.1298088162167112,150
191,芜湖市,弋江区,118.367,31.3131,197,31,0.1583604060913705,4,0.1468001306689032,0.1312284134907785,150
192,清远市,佛冈县,113.526,23.8826,181,29,0.1612209944751381,4,0.1484277859463299,0.1315925486088292,150
193,绍兴市,上虞区,120.864,30.0357,181,27,0.150171270718232,3,0.1390949561221235,0.1343611034625761,150
194,东莞市,沙田镇,113.597,22.9014,171,25,0.1471988304093567,2,0.1361137590475355,0.137576514862348,150
195,淮南市,田家庵区,117.012,32.6491,165,28,0.1706969696969697,5,0.1553610359099031,0.1331575284159566,150
196,南通市,港闸区,120.81,32.0346,131,20,0.1536717557251908,3,0.1388195273672941,0.1331005913646571,150
197,绍兴市,新昌县,120.9,29.5031,105,17,0.1629047619047619,3,0.1432253098474654,0.1354307584365794,150
198,廊坊市,廊坊经济技术开发区,116.759,39.5749,102,16,0.1578627450980392,3,0.139009969441154,0.1323810178493589,150
199,深圳市,龙岗区,114.243,22.723,4961,625,0.1269826647853255,1,0.1257049061149699,0.1266280139985288,140
200,成都市,双流区,103.921,30.5775,1249,151,0.122297037630104,2,0.1199469678858329,0.1209499205835189,140
201,金华市,义乌市,120.07,29.3093,1241,152,0.1234818694601128,3,0.121484737589517,0.1212973721071439,140
202,泉州市,丰泽区,118.608,24.8929,1212,156,0.1297128712871287,3,0.1275259114848712,0.1270594391210537,140
203,温州市,瑞安市,120.651,27.7809,1173,145,0.1250409207161125,3,0.1225300538495709,0.122283582210666,140
204,重庆市,巴南区,106.537,29.4044,1148,145,0.1277421602787456,2,0.1251231787224469,0.1259600504241084,140
205,郑州市,金水区,113.733,34.8157,1137,140,0.1241310466138962,2,0.1220268329381309,0.1230207047022802,140
206,大连市,甘井子区,121.524,38.9503,944,116,0.1244110169491525,3,0.121567585527552,0.1213217958851064,140
207,长沙市,岳麓区,112.941,28.1796,903,110,0.1233698781838316,2,0.1204827495246952,0.1218022797051032,140
208,成都市,新都区,104.156,30.8258,880,112,0.1282727272727272,2,0.1257067914323131,0.1267386184426812,140
209,成都市,龙泉驿区,104.308,30.5937,824,107,0.1308543689320388,2,0.1280858732042083,0.1290266300345829,140
210,台州市,椒江区,121.439,28.6758,782,99,0.1275984654731458,3,0.1248718390039775,0.1243562160467446,140
211,淮安市,清江浦区,119.021,33.5538,778,100,0.1301773778920308,4,0.1267200978384354,0.1229087653236068,140
212,银川市,金凤区,106.233,38.4739,692,92,0.1346705202312138,4,0.130715602183649,0.126184203410388,140
213,常州市,武进区,119.938,31.702,690,87,0.1278115942028985,3,0.1241642588301326,0.1236417071554493,140
214,厦门市,同安区,118.147,24.7261,688,91,0.1339941860465116,3,0.1300541029547486,0.1290822353513271,140
215,重庆市,江津区,106.26,29.3212,675,84,0.1254444444444444,2,0.1225582437322503,0.1241091415531763,140
216,天津市,武清区,117.034,39.3793,665,83,0.1265639097744361,2,0.1228812901558534,0.1244273406097867,140
217,南京市,六合区,118.84,32.352,657,84,0.1296149162861491,2,0.1257540384526676,0.1270890529282162,140
218,贵港市,港北区,109.568,23.1144,654,89,0.1370856269113149,6,0.1335778176387944,0.127716662470862,140
219,无锡市,江阴市,120.263,31.9093,613,80,0.132321370309951,3,0.1281262868762065,0.1272133400810714,140
220,福州市,闽侯县,119.076,26.2276,586,73,0.1264266211604095,3,0.1224091775058252,0.1219601029342347,140
221,厦门市,翔安区,118.243,24.622,547,70,0.1289707495429616,3,0.1254661588134137,0.1247059418154376,140
222,青岛市,李沧区,120.427,36.1454,544,69,0.1287573529411764,2,0.1243859501401848,0.1260854997942284,140
223,南昌市,新建区,115.809,28.6958,535,70,0.1327757009345794,3,0.1281154657374721,0.1270900923894193,140
224,金华市,婺城区,119.567,29.0897,532,66,0.1250601503759398,3,0.1217194441002668,0.1212971108895831,140
225,长沙市,天心区,112.978,28.1177,523,67,0.1291070745697896,2,0.1254862700237743,0.1271376712751305,140
226,佛山市,三水区,112.916,23.2707,469,57,0.1225351812366737,2,0.1190682749863131,0.1215569231374226,140
227,昌吉回族自治州,昌吉市,87.2636,44.0118,443,63,0.1443408577878104,6,0.1381651198052283,0.1294867956403508,140
228,徐州市,云龙区,117.264,34.215,436,54,0.1248532110091743,3,0.1210483697448302,0.1206247176987624,140
229,银川市,兴庆区,106.48,38.476,435,61,0.1423793103448276,4,0.136254626003127,0.1288929554679884,140
230,天津市,南开区,117.141,39.1391,406,52,0.1303103448275862,2,0.1247621444139143,0.1268872225783807,140
231,北京市,密云区,116.837,40.3751,405,49,0.1232222222222222,1,0.1182021267748802,0.1284710482961018,140
232,厦门市,海沧区,118.027,24.4885,405,51,0.1269259259259259,3,0.1227652397891925,0.1221103589384933,140
233,昆明市,盘龙区,102.827,25.2668,403,52,0.1300322580645161,3,0.1256200146199189,0.1246205140790003,140
234,台州市,玉环市,121.228,28.1395,399,51,0.1288195488721804,3,0.1244691400476881,0.1236004945152967,140
235,沈阳市,铁西区,123.209,41.7262,373,49,0.1337077747989276,2,0.1275117340228341,0.1294368092713685,140
236,常州市,溧阳市,119.479,31.4189,369,48,0.1310813008130081,3,0.1262938459229807,0.1251340735460411,140
237,杭州市,江干区,120.465,30.3668,363,46,0.129099173553719,2,0.1231592371264675,0.1256937192388418,140
238,长沙市,芙蓉区,113.076,28.1843,351,43,0.1249316239316239,2,0.1191985294836319,0.1223316277373125,140
239,武汉市,硚口区,114.209,30.5848,345,44,0.1285362318840579,2,0.1237325065697578,0.1262934497451958,140
240,宁波市,镇海区,121.593,29.9674,331,45,0.1369516616314199,3,0.1312325766470518,0.1292766250458607,140
241,西安市,新城区,108.956,34.2703,331,40,0.1233564954682779,2,0.1175075220221774,0.1210255141603451,140
242,东莞市,东坑镇,113.941,22.9982,314,39,0.1252038216560509,2,0.1203800693929621,0.1236257088799463,140
243,郑州市,惠济区,113.614,34.8893,312,38,0.1243974358974359,2,0.1181812687766967,0.1217655769174547,140
244,杭州市,桐庐县,119.688,29.7966,311,38,0.1231864951768488,2,0.1185245223466049,0.1220672196467731,140
245,湖州市,吴兴区,120.181,30.8575,308,44,0.1438571428571428,4,0.1371463339792208,0.1273191239934936,140
246,佛山市,高明区,112.887,22.9033,307,40,0.1329218241042345,2,0.1257949246408714,0.1282929529264078,140
247,东莞市,塘厦镇,114.091,22.7966,296,37,0.126,2,0.1208867278493338,0.1242052749941624,140
248,中山市,坦洲镇,113.466,22.2695,284,39,0.1400845070422535,3,0.1317618314361939,0.1294783942416698,140
249,嘉兴市,南湖区,120.779,30.7503,284,36,0.1295211267605633,3,0.1223069755778892,0.1215139650420622,140
